id,name,type,city,subcountry,country
6356,samoa port authority,priv,apia,,samoa
6357,samoa umbrella of ngos,ngo,vatiele,,samoa
6358,samoa voyaging society,ngo,apia,,samoa
6359,samsung,priv,seoul,,south korea
6360,samuchit,priv,pune,,india
6361,samuels and son seafood co.,priv,philadelphia,,united states
6362,san carlos sugar mill,priv,guayaquil,,ecuador
6363,san francisco,subgov,san francisco,,united states
6364,san francisco bay restoration authority,subgov,san francisco,,united states
6365,san francisco estuary institute,ngo,richmond (ca),,united states
6366,san ignacio de loyola university,acad,la molina,,peru
6367,san jacinto commune,ngo,san jacinto,,ecuador
6368,san jacinto young mangrove defenders group,ngo,san jacinto,,ecuador
6369,san jon horse stable and saloon,priv,scoul,,switzerland
6370,san jose,subgov,san jose,,united states
6371,san marino,natgov,san marino,,san marino
6372,san patrignano foundation,ngo,rimini,,italy
6373,san roque commune,ngo,san roque,,ecuador
6374,sanasa,priv,colombo,,sri lanka
6375,sanchez,subgov,sanchez,,dominican republic
6376,sandec/eawag,ngo,dubendorf,,switzerland
6377,sandoz,priv,holzkirchen,,germany
6378,sandwatch foundation,ngo,suva,,fiji
6379,sangmyung university,acad,seoul,,south korea
6380,sanitary and environmental consulting ltda,ngo,cali,,colombia
6381,sanjha manch,ngo,bhilwara,,india
6382,sanmat,ngo,patna,,india
6383,sanofi,priv,paris,,france
6384,sansom mlup prey,ngo,siem reap,,cambodia
6385,santa clara county,subgov,san jose,,united states
6386,santa cruz de barahona,subgov,santa cruz de barahona,,dominican republic
6387,santa fe province,subgov,santa fe de la vera cruz,,argentina
6388,santa monica seafood,priv,rancho dominiguez,,united states
6389,santa teresa commune,ngo,santa teresa,,ecuador
6390,santander,subgov,santander,,spain
6391,santander bank,priv,boston,,united states
6392,santiago climate exchange,priv,santiago,,chile
6393,santiago free trade zone corporation,priv,santo domingo,,dominican republic
6394,santo domingo,subgov,santo domingo,,peru
6395,santos,subgov,santos,,brazil
6396,sao francisco do sul,subgov,sao francisco do sul,,brazil
6397,sao paulo,subgov,sao paulo,,brazil
6399,sao paulo state university,acad,sao paulo,,brazil
6401,sao vicente,subgov,sao vicente,,brazil
6402,saoluafata community,ngo,apia,,samoa
6969,súper xtra,priv,panama city,,panama
6403,sap,priv,walldorf,,germany
6404,sapienza university,acad,rome,,italy
6405,sarar transformacion sc,priv,tepoztlán,,mexico
6406,saraswati world school hooghly,acad,tegharia,,india
6407,sartec saras tecnologie s.r.l,priv,assemini,,italy
6408,sarteneja alliance for conservation and development,ngo,sareneja,,belize
6409,sarteneja fishermen association,ngo,sateneja,,belize
6410,sarteneja tour guide association,priv,sarteneja,,belize
6411,sasakawa peace foundation,ngo,toyko,,japan
6412,sasol,priv,johannesburg,,south africa
6413,satellite applications catapult,ngo,harwell,,united kingdom
6414,sathguru mngmt consultants,priv,Hyderabad,,India
6415,satrix - energia renovável,priv,recife,,brazil
6416,saudi arabia,natgov,riyadh,,saudi arabia
6417,saunders and co lawyers,priv,christchurch,,new zealand
6418,save brazil,ngo,sao paulo,,brazil
6419,save matabeleland coalition,ngo,bulawayo,,zimbabwe
6420,save the children,ngo,london,,united kingdom
6421,save the great south bay,ngo,west sayville,,united states
6422,sazani associates,ngo,carmarthen,,united kingdom
6423,sb consulting,priv,toulouse,,france
6424,sbn bhd,priv,petaling jaya,,malaysia
6425,sca,priv,sundsvall,,sweden
6426,scaling up nutrition movement,ngo,geneva,,switzerland
6427,scandinavian physiological society,ngo,uppsala,,sweden
6428,scandinavian society for plant physiology,ngo,umea,,sweden
6429,scania,priv,södertälje,,sweden
6430,schmidt marine technology partners,ngo,san francisco,,united states
6431,schneider electric,priv,rueil-malmaison,,france
6432,school model of sandy bay,acad,roatan,,honduras
6433,school of environmental trades,acad,bruz,,france
6434,schools for health in europe,ngo,kolding,,denmark
6435,"schools without borders, inc.",ngo,philadelphia,,united states
6436,schwab foundation for social entreprenuership,ngo,geneva,,switzerland
6437,sciaena,ngo,torres vedras,,portugal
6438,science and arts foundation,ngo,tehran,,iran
6439,science and conservation of fish aggregations,ngo,fallbrook,,united states
6440,science exchange,priv,palo alto,,united states
6441,science in china press,sci,beijing,,china
6442,scientific and technical centre,priv,kiev,,ukraine
6443,scientific center of monaco,sci,monaco,,monaco
6444,scientific committee on antarctic research,sci,cambridge,,united kingdom
6445,scientific committee on oceanic research,ngo,newark (de),,united states
6446,scientific research institute for atmospheric air protection,sci,saint petersburg,,russia
6447,scientific research organization of samoa,sci,apia,,samoa
6448,scientific technology center biomass,sci,kiev,,ukraine
6449,scor,priv,paris,,france
6450,scotland,subgov,edinburgh,,united kingdom
6451,scottish association of marine sciences,sci,oban,,united kingdom
6452,scottish hydrogen and fuel cell association,priv,east kilbride,,united kingdom
6453,scripps institution of oceanography,acad,san diego,,united states
6454,scs engineers,priv,long branch,,united states
6455,scubaholics,priv,semporna,,malaysia
6456,scuol,subgov,scuol,,switzerland
6457,sda bocconi school of management,acad,milan,,italy
6458,sdg academy,ngo,new york city,,united states
6459,sdg initiatives foundation,ngo,mumbai,,india
6460,sea around us project,ngo,vancouver,,canada
6461,sea breeze power,priv,vancouver,,canada
6462,sea concern group,ngo,laemklad,,thailand
6463,sea education association,ngo,falmouth,,united states
6464,sea forum,ngo,casablanca,,morocco
6465,sea fresh,priv,north kingstown,,united states
6466,sea going green,priv,amsterdam,,netherlands
6467,sea greens farms,priv,new haven,,united states
6468,sea mercy,ngo,elmira,,united states
6469,sea pact,ngo,halifax,,canada
6470,sea sanctuary,ngo,london,,united kingdom
6471,sea save foundation,ngo,malibu,,united states
6472,sea shepherd global,ngo,amsterdam,,netherlands
6473,sea soldiers,priv,camarillo,,united states
6474,sea to table,priv,new york,,united states
6475,sea turtle conservancy,ngo,gainsville,,united states
6476,sea web,ngo,washington dc,,united states
6477,seacore seafood inc.,priv,woodbridge,,canada
6478,sea-eu-net research partnership,sci,vienna,,austria
6479,seafest hotel,priv,semporna,,malaysia
6480,seafish,ngo,edinburg,,united kingdom
6481,seafood legacy,priv,tokyo,,japan
6482,seahorse trust,ngo,topsham,,united kingdom
6483,seameo biotrop,sci,bogor,,indonesia
6484,seameo innotech,acad,quezon city,,philippines
6485,seaorbiter,ngo,paris,,france
6486,search for common ground,ngo,washington dc,,united states
6487,searious business,priv,eindhoven,,netherlands
6488,seas at risk,ngo,brussels,,belgium
6489,seascape consultants ltd,priv,reading,,united kingdom
6490,seasteading institute,ngo,san francisco,,united states
6491,seatrans,priv,paradis,,norway
6492,seatrust institute,ngo,port townsend,,united states
6493,seattle fish company,priv,denver,,united states
6494,seattle university,acad,seattle,,united states
6495,seatuck environmental association,ngo,islip,,long island
6496,seaventures tours and travel,priv,sipadan,,malaysia
6497,sebastian social indian projects,ngo,kavalam,,india
6498,sebel,priv,minto,,australia
6499,sebrae,ngo,brasilia,,brazil
6500,second institute of oceanograpy,sci,hangzou,,china
6501,second university of naples,acad,caserta,,italy
6502,secondmuse,priv,collingwood,,australia
6503,secret foundation,ngo,zug,,switzerland
6504,secretariat for the pacific community,intergov,noumea,,new caledonia
6505,secretariat of laamu maabaidhoo,subgov,idhaara,,maldives
6506,secretariat of the north east atlantic fisheries commission,intergov,london,,united kingdom
6507,secretariat of the south pacific regional environment program,intergov,apia,,samoa
6508,secretary general's youth envoy's office,un,new york city,,united states
6509,sector 39 permaculture design academy,ngo,llanrhaeadr,,united kingdom
6510,secular university of ziguinchor,acad,ziguinchor,,senegal
6511,secure fisheries,ngo,broomfield,,united states
6512,sedi: coconino county sustainable economic development initiative,ngo,flagstaff,,united states
6513,see foundation,ngo,miami gardens,,united states
6514,seed consulting services,priv,adelaide,,australia
6515,seeds india,ngo,new delhi,,india
6516,segye times,priv,seoul,,south korea
6517,sehgal foundation,ngo,gurugram,,india
6518,sek international university,acad,quito,,ecuador
6519,sekem,priv,cairo,,egypt
6520,selçuk university,acad,konya,,turkey
6521,self-managed cooperative for social solidarity r.l,ngo,san jose,,costa rica
6522,seme-kpodji,subgov,seme-kpodji,,benin
6523,semporna seasports and tours,priv,semporna,,malaysia
6524,senai,ngo,brasilia,,brazil
6525,senate of the economy,ngo,bonn,,germany
6526,senckenberg society for natural research,sci,munich,,germany
6527,sendzimir foundation,ngo,warsaw,,poland
6528,senegal,natgov,dakar,,senegal
6529,senegalese institute of agricultural research,acad,dakar,,senegal
6530,senghor university,acad,alexandria,,egypt
6531,senior accounting and management institute of lisbon,acad,lisbon,,portugal
6532,senior institute of administration and economics,ngo,curitiba,,brazil
6533,"seniores italia, partner per to sviluppo onlus",ngo,rome,,italy
6534,senor de sipan university,acad,chiclayo,,peru
6535,sense international,ngo,london,,united kingdom
6536,"sentro ha pagpausawag na panginabuhi, inc.",ngo,catarman,,philippines
6537,sentro para sa ikauunlad ng katutubong agham at teknolohiya,acad,quezon city,,philippines
6538,seoul,subgov,seoul,,south korea
6539,sepa island resort,priv,jakarta,,indonesia
6540,sepuluh nopember institute of technology,acad,Surabaya,,Indonesia
6541,sequest,priv,navotas,,philippines
6542,seraphim global,ngo,rosslyn,,united states
6543,serbia,natgov,belgrade,,serbia
6544,service for peace,ngo,bridgeport,,united states
6545,"service systems associates, inc.",priv,denver,,united states
6546,service to the people and welfare of the nation org. inc.,ngo,leyte,,philippines
6547,servivienda,ngo,bogota,,colombia
6548,sesame workshop,ngo,new york city,,united states
6549,setar n.v.,priv,oranjestan,,aruba
6550,sets,priv,beirut,,lebanon
6551,setubal,subgov,setubal,,portugal
6552,sevastopol national institute for nuclear energy and industry,acad,sevastopol,,ukraine
6553,sevenseas media,ngo,washington dc,,united states
6554,seventh day adventist church,ngo,silver spring,,united states
6555,severn trent,priv,coventry,,united kingdom
6556,sexial,subgov,sexial,,portugal
6557,seychelles,natgov,victoria,,seychelles
6558,seychelles chamber of commerce and industry,ngo,victoria,,seychelles
6559,seychelles conservation and climate adaptation trust,ngo,mahe,,seychelles
6560,seychelles fishing authority,priv,mahe,,seychelles
6561,seychelles hotels and tourism association,ngo,victoria,,seychelles
6562,seychelles islands foundation,ngo,victoria,,seychelles
6563,seychelles youth aims hub,ngo,ebene,,mauritius
6564,sfb754,sci,kiel,,germany
6565,sfoi,priv,Antananarivo,,Madagascar
6566,sgp samoa,ngo,apia,,samoa
6567,sgs-cebec,priv,brussels,,belgium
6568,shack and slum dwellers international,ngo,cape town,,south africa
6569,shaheed benazir bhutto university,acad,nawabshah,,pakistan
6570,shahjalal university of science and technology,acad,sylhet,,bangladesh
6571,"shalhaveth freier center for peace, science and technology",sci,yavne,,israel
6572,shandong,subgov,jinan,,china
6573,shandong aquaculture society,sci,shandong,,china
6574,shanghai,subgov,shanghai,,china
6575,shanghai baosteel group,priv,shanghai,,china
6576,shanghai environmental protection industry association,acad,bejing,,china
6577,shanghai jiao tong university,acad,shanghai,,china
6578,shanghai rendu ocean npo development center,priv,shanghai,,china
6579,shanxi jinshang energy asset management(beijing) ltd,priv,taiyuan,,china
6580,"share your k-in, s.c.",ngo,mexico city,,mexico
6581,shared space in agroforestry systems,ngo,cochabamba,,bolivia
6582,shark advocates,ngo,washington dc,,united states
6583,shark research institute,ngo,princeton,,united states
6584,shark trust,ngo,plymouth,,united kingdom
6585,sharks mou,un,bonn,,germany
6586,shaukat khanum memorial cancer hospital & research centre,sci,lahore,,pakistan
6587,shaw group,priv,baton rouge,,united states
6588,shearman and sterling,priv,new york city,,united states
6589,shell foundation,ngo,london,,united kingdom
6590,shelterbox,ngo,london,,united kingdom
6591,shenzhen energy-saving association,priv,shenzhen,,china
6592,sher-e-bangla agricultural university,acad,dhaka,,bangladesh
6593,shield oy,priv,helsinki,,finland
6594,shiloh goshen,ngo,accra,,ghana
6595,shilpa sayura foundation,ngo,kandy,,sri lanka
6596,shimadzu corporation,priv,kyoto,,japan
6597,shimshon renewables,priv,pune,,india
6598,ship and ocean foundation,ngo,minato-ku,,japan
6599,shitasutusteaduskeskus ahhaa science center ahhaa foundation,sci,tartu,,estonia
6600,shoeshine media,priv,huntsville,,united states
6601,shri jagdamba samiti,ngo,Uttarkashi,,india
6602,shubhakshika educational society,ngo,rohini,,india
6603,shuraako,ngo,broomfield,,united states
6604,siam cement,priv,bangkok,,thailand
6605,"siamdutch mosquito netting co., ltd",priv,bangkok,,thailand
6606,sichuan university,acad,chengdu,,china
6607,side by side,priv,punta cana,,dominican republic
6608,sidi bernoussi zenata industrial zone,subgov,casablanca,,morocco
