id,name,type,city_name,subcountry_name,country_name,site
6438,Science And Arts Foundation,Ngo,Tehran,,Iran,"Tehran, , Iran"
6439,Science And Conservation Of Fish Aggregations,Ngo,Fallbrook,,United States,"Fallbrook, , United States"
6440,Science Exchange,Priv,Palo Alto,,United States,"Palo Alto, , United States"
6441,Science In China Press,Sci,Beijing,,China,"Beijing, , China"
6442,Scientific And Technical Centre,Priv,Kiev,,Ukraine,"Kiev, , Ukraine"
6443,Scientific Center Of Monaco,Sci,Monaco,,Monaco,"Monaco, , Monaco"
6444,Scientific Committee On Antarctic Research,Sci,Cambridge,,United Kingdom,"Cambridge, , United Kingdom"
6445,Scientific Committee On Oceanic Research,Ngo,Newark (De),,United States,"Newark (De), , United States"
6446,Scientific Research Institute For Atmospheric Air Protection,Sci,Saint Petersburg,,Russia,"Saint Petersburg, , Russia"
6447,Scientific Research Organization Of Samoa,Sci,Apia,,Samoa,"Apia, , Samoa"
6448,Scientific Technology Center Biomass,Sci,Kiev,,Ukraine,"Kiev, , Ukraine"
6449,Scor,Priv,Paris,,France,"Paris, , France"
6450,Scotland,Subgov,Edinburgh,,United Kingdom,"Edinburgh, , United Kingdom"
6451,Scottish Association Of Marine Sciences,Sci,Oban,,United Kingdom,"Oban, , United Kingdom"
6452,Scottish Hydrogen And Fuel Cell Association,Priv,East Kilbride,,United Kingdom,"East Kilbride, , United Kingdom"
6453,Scripps Institution Of Oceanography,Acad,San Diego,,United States,"San Diego, , United States"
6454,Scs Engineers,Priv,Long Branch,,United States,"Long Branch, , United States"
6455,Scubaholics,Priv,Semporna,,Malaysia,"Semporna, , Malaysia"
6456,Scuol,Subgov,Scuol,,Switzerland,"Scuol, , Switzerland"
6457,Sda Bocconi School Of Management,Acad,Milan,,Italy,"Milan, , Italy"
6458,Sdg Academy,Ngo,New York City,,United States,"New York City, , United States"
6459,Sdg Initiatives Foundation,Ngo,Mumbai,,India,"Mumbai, , India"
6460,Sea Around Us Project,Ngo,Vancouver,,Canada,"Vancouver, , Canada"
6461,Sea Breeze Power,Priv,Vancouver,,Canada,"Vancouver, , Canada"
6462,Sea Concern Group,Ngo,Laemklad,,Thailand,"Laemklad, , Thailand"
6463,Sea Education Association,Ngo,Falmouth,,United States,"Falmouth, , United States"
6464,Sea Forum,Ngo,Casablanca,,Morocco,"Casablanca, , Morocco"
6465,Sea Fresh,Priv,North Kingstown,,United States,"North Kingstown, , United States"
6466,Sea Going Green,Priv,Amsterdam,,Netherlands,"Amsterdam, , Netherlands"
6467,Sea Greens Farms,Priv,New Haven,,United States,"New Haven, , United States"
6468,Sea Mercy,Ngo,Elmira,,United States,"Elmira, , United States"
6469,Sea Pact,Ngo,Halifax,,Canada,"Halifax, , Canada"
6470,Sea Sanctuary,Ngo,London,,United Kingdom,"London, , United Kingdom"
6471,Sea Save Foundation,Ngo,Malibu,,United States,"Malibu, , United States"
6472,Sea Shepherd Global,Ngo,Amsterdam,,Netherlands,"Amsterdam, , Netherlands"
6473,Sea Soldiers,Priv,Camarillo,,United States,"Camarillo, , United States"
6474,Sea To Table,Priv,New York,,United States,"New York, , United States"
6475,Sea Turtle Conservancy,Ngo,Gainsville,,United States,"Gainsville, , United States"
6476,Sea Web,Ngo,Washington Dc,,United States,"Washington Dc, , United States"
6477,Seacore Seafood Inc.,Priv,Woodbridge,,Canada,"Woodbridge, , Canada"
6478,Sea-Eu-Net Research Partnership,Sci,Vienna,,Austria,"Vienna, , Austria"
6479,Seafest Hotel,Priv,Semporna,,Malaysia,"Semporna, , Malaysia"
6480,Seafish,Ngo,Edinburg,,United Kingdom,"Edinburg, , United Kingdom"
6481,Seafood Legacy,Priv,Tokyo,,Japan,"Tokyo, , Japan"
6482,Seahorse Trust,Ngo,Topsham,,United Kingdom,"Topsham, , United Kingdom"
6483,Seameo Biotrop,Sci,Bogor,,Indonesia,"Bogor, , Indonesia"
6484,Seameo Innotech,Acad,Quezon City,,Philippines,"Quezon City, , Philippines"
6485,Seaorbiter,Ngo,Paris,,France,"Paris, , France"
6486,Search For Common Ground,Ngo,Washington Dc,,United States,"Washington Dc, , United States"
6487,Searious Business,Priv,Eindhoven,,Netherlands,"Eindhoven, , Netherlands"
6488,Seas At Risk,Ngo,Brussels,,Belgium,"Brussels, , Belgium"
6489,Seascape Consultants Ltd,Priv,Reading,,United Kingdom,"Reading, , United Kingdom"
6490,Seasteading Institute,Ngo,San Francisco,,United States,"San Francisco, , United States"
6491,Seatrans,Priv,Paradis,,Norway,"Paradis, , Norway"
6492,Seatrust Institute,Ngo,Port Townsend,,United States,"Port Townsend, , United States"
6493,Seattle Fish Company,Priv,Denver,,United States,"Denver, , United States"
6494,Seattle University,Acad,Seattle,,United States,"Seattle, , United States"
6495,Seatuck Environmental Association,Ngo,Islip,,Long Island,"Islip, , Long Island"
6496,Seaventures Tours And Travel,Priv,Sipadan,,Malaysia,"Sipadan, , Malaysia"
6497,Sebastian Social Indian Projects,Ngo,Kavalam,,India,"Kavalam, , India"
6498,Sebel,Priv,Minto,,Australia,"Minto, , Australia"
6499,Sebrae,Ngo,Brasilia,,Brazil,"Brasilia, , Brazil"
6500,Second Institute Of Oceanograpy,Sci,Hangzou,,China,"Hangzou, , China"
6501,Second University Of Naples,Acad,Caserta,,Italy,"Caserta, , Italy"
6502,Secondmuse,Priv,Collingwood,,Australia,"Collingwood, , Australia"
6503,Secret Foundation,Ngo,Zug,,Switzerland,"Zug, , Switzerland"
6504,Secretariat For The Pacific Community,Intergov,Noumea,,New Caledonia,"Noumea, , New Caledonia"
6505,Secretariat Of Laamu Maabaidhoo,Subgov,Idhaara,,Maldives,"Idhaara, , Maldives"
6506,Secretariat Of The North East Atlantic Fisheries Commission,Intergov,London,,United Kingdom,"London, , United Kingdom"
6507,Secretariat Of The South Pacific Regional Environment Program,Intergov,Apia,,Samoa,"Apia, , Samoa"
6508,Secretary General'S Youth Envoy'S Office,Un,New York City,,United States,"New York City, , United States"
6509,Sector 39 Permaculture Design Academy,Ngo,Llanrhaeadr,,United Kingdom,"Llanrhaeadr, , United Kingdom"
6510,Secular University Of Ziguinchor,Acad,Ziguinchor,,Senegal,"Ziguinchor, , Senegal"
6511,Secure Fisheries,Ngo,Broomfield,,United States,"Broomfield, , United States"
6512,Sedi: Coconino County Sustainable Economic Development Initiative,Ngo,Flagstaff,,United States,"Flagstaff, , United States"
6513,See Foundation,Ngo,Miami Gardens,,United States,"Miami Gardens, , United States"
6514,Seed Consulting Services,Priv,Adelaide,,Australia,"Adelaide, , Australia"
6515,Seeds India,Ngo,New Delhi,,India,"New Delhi, , India"
6516,Segye Times,Priv,Seoul,,South Korea,"Seoul, , South Korea"
6517,Sehgal Foundation,Ngo,Gurugram,,India,"Gurugram, , India"
6518,Sek International University,Acad,Quito,,Ecuador,"Quito, , Ecuador"
6519,Sekem,Priv,Cairo,,Egypt,"Cairo, , Egypt"
6520,Selçuk University,Acad,Konya,,Turkey,"Konya, , Turkey"
6521,Self-Managed Cooperative For Social Solidarity R.L,Ngo,San Jose,,Costa Rica,"San Jose, , Costa Rica"
6522,Seme-Kpodji,Subgov,Seme-Kpodji,,Benin,"Seme-Kpodji, , Benin"
6523,Semporna Seasports And Tours,Priv,Semporna,,Malaysia,"Semporna, , Malaysia"
6524,Senai,Ngo,Brasilia,,Brazil,"Brasilia, , Brazil"
6525,Senate Of The Economy,Ngo,Bonn,,Germany,"Bonn, , Germany"
6526,Senckenberg Society For Natural Research,Sci,Munich,,Germany,"Munich, , Germany"
6527,Sendzimir Foundation,Ngo,Warsaw,,Poland,"Warsaw, , Poland"
6528,Senegal,Natgov,Dakar,,Senegal,"Dakar, , Senegal"
6529,Senegalese Institute Of Agricultural Research,Acad,Dakar,,Senegal,"Dakar, , Senegal"
6530,Senghor University,Acad,Alexandria,,Egypt,"Alexandria, , Egypt"
6531,Senior Accounting And Management Institute Of Lisbon,Acad,Lisbon,,Portugal,"Lisbon, , Portugal"
6532,Senior Institute Of Administration And Economics,Ngo,Curitiba,,Brazil,"Curitiba, , Brazil"
6533,"Seniores Italia, Partner Per To Sviluppo Onlus",Ngo,Rome,,Italy,"Rome, , Italy"
6534,Senor De Sipan University,Acad,Chiclayo,,Peru,"Chiclayo, , Peru"
6535,Sense International,Ngo,London,,United Kingdom,"London, , United Kingdom"
6536,"Sentro Ha Pagpausawag Na Panginabuhi, Inc.",Ngo,Catarman,,Philippines,"Catarman, , Philippines"
6537,Sentro Para Sa Ikauunlad Ng Katutubong Agham At Teknolohiya,Acad,Quezon City,,Philippines,"Quezon City, , Philippines"
6538,Seoul,Subgov,Seoul,,South Korea,"Seoul, , South Korea"
6539,Sepa Island Resort,Priv,Jakarta,,Indonesia,"Jakarta, , Indonesia"
6540,Sepuluh Nopember Institute Of Technology,Acad,Surabaya,,Indonesia,"Surabaya, , Indonesia"
6541,Sequest,Priv,Navotas,,Philippines,"Navotas, , Philippines"
6542,Seraphim Global,Ngo,Rosslyn,,United States,"Rosslyn, , United States"
6543,Serbia,Natgov,Belgrade,,Serbia,"Belgrade, , Serbia"
6544,Service For Peace,Ngo,Bridgeport,,United States,"Bridgeport, , United States"
6545,"Service Systems Associates, Inc.",Priv,Denver,,United States,"Denver, , United States"
6546,Service To The People And Welfare Of The Nation Org. Inc.,Ngo,Leyte,,Philippines,"Leyte, , Philippines"
6547,Servivienda,Ngo,Bogota,,Colombia,"Bogota, , Colombia"
6548,Sesame Workshop,Ngo,New York City,,United States,"New York City, , United States"
6549,Setar N.V.,Priv,Oranjestan,,Aruba,"Oranjestan, , Aruba"
6550,Sets,Priv,Beirut,,Lebanon,"Beirut, , Lebanon"
6551,Setubal,Subgov,Setubal,,Portugal,"Setubal, , Portugal"
6552,Sevastopol National Institute For Nuclear Energy And Industry,Acad,Sevastopol,,Ukraine,"Sevastopol, , Ukraine"
6553,Sevenseas Media,Ngo,Washington Dc,,United States,"Washington Dc, , United States"
6554,Seventh Day Adventist Church,Ngo,Silver Spring,,United States,"Silver Spring, , United States"
6555,Severn Trent,Priv,Coventry,,United Kingdom,"Coventry, , United Kingdom"
6556,Sexial,Subgov,Sexial,,Portugal,"Sexial, , Portugal"
6557,Seychelles,Natgov,Victoria,,Seychelles,"Victoria, , Seychelles"
6558,Seychelles Chamber Of Commerce And Industry,Ngo,Victoria,,Seychelles,"Victoria, , Seychelles"
6559,Seychelles Conservation And Climate Adaptation Trust,Ngo,Mahe,,Seychelles,"Mahe, , Seychelles"
6560,Seychelles Fishing Authority,Priv,Mahe,,Seychelles,"Mahe, , Seychelles"
6561,Seychelles Hotels And Tourism Association,Ngo,Victoria,,Seychelles,"Victoria, , Seychelles"
6562,Seychelles Islands Foundation,Ngo,Victoria,,Seychelles,"Victoria, , Seychelles"
6563,Seychelles Youth Aims Hub,Ngo,Ebene,,Mauritius,"Ebene, , Mauritius"
6564,Sfb754,Sci,Kiel,,Germany,"Kiel, , Germany"
6565,Sfoi,Priv,Antananarivo,,Madagascar,"Antananarivo, , Madagascar"
6566,Sgp Samoa,Ngo,Apia,,Samoa,"Apia, , Samoa"
6567,Sgs-Cebec,Priv,Brussels,,Belgium,"Brussels, , Belgium"
6568,Shack And Slum Dwellers International,Ngo,Cape Town,,South Africa,"Cape Town, , South Africa"
6569,Shaheed Benazir Bhutto University,Acad,Nawabshah,,Pakistan,"Nawabshah, , Pakistan"
6570,Shahjalal University Of Science And Technology,Acad,Sylhet,,Bangladesh,"Sylhet, , Bangladesh"
6571,"Shalhaveth Freier Center For Peace, Science And Technology",Sci,Yavne,,Israel,"Yavne, , Israel"
6572,Shandong,Subgov,Jinan,,China,"Jinan, , China"
6573,Shandong Aquaculture Society,Sci,Shandong,,China,"Shandong, , China"
6574,Shanghai,Subgov,Shanghai,,China,"Shanghai, , China"
6575,Shanghai Baosteel Group,Priv,Shanghai,,China,"Shanghai, , China"
6576,Shanghai Environmental Protection Industry Association,Acad,Bejing,,China,"Bejing, , China"
6577,Shanghai Jiao Tong University,Acad,Shanghai,,China,"Shanghai, , China"
6578,Shanghai Rendu Ocean Npo Development Center,Priv,Shanghai,,China,"Shanghai, , China"
6579,Shanxi Jinshang Energy Asset Management(Beijing) Ltd,Priv,Taiyuan,,China,"Taiyuan, , China"
6580,"Share Your K-In, S.C.",Ngo,Mexico City,,Mexico,"Mexico City, , Mexico"
6581,Shared Space In Agroforestry Systems,Ngo,Cochabamba,,Bolivia,"Cochabamba, , Bolivia"
6582,Shark Advocates,Ngo,Washington Dc,,United States,"Washington Dc, , United States"
6583,Shark Research Institute,Ngo,Princeton,,United States,"Princeton, , United States"
6584,Shark Trust,Ngo,Plymouth,,United Kingdom,"Plymouth, , United Kingdom"
6585,Sharks Mou,Un,Bonn,,Germany,"Bonn, , Germany"
6586,Shaukat Khanum Memorial Cancer Hospital & Research Centre,Sci,Lahore,,Pakistan,"Lahore, , Pakistan"
6587,Shaw Group,Priv,Baton Rouge,,United States,"Baton Rouge, , United States"
6588,Shearman And Sterling,Priv,New York City,,United States,"New York City, , United States"
6589,Shell Foundation,Ngo,London,,United Kingdom,"London, , United Kingdom"
6590,Shelterbox,Ngo,London,,United Kingdom,"London, , United Kingdom"
6591,Shenzhen Energy-Saving Association,Priv,Shenzhen,,China,"Shenzhen, , China"
6592,Sher-E-Bangla Agricultural University,Acad,Dhaka,,Bangladesh,"Dhaka, , Bangladesh"
6593,Shield Oy,Priv,Helsinki,,Finland,"Helsinki, , Finland"
6594,Shiloh Goshen,Ngo,Accra,,Ghana,"Accra, , Ghana"
6595,Shilpa Sayura Foundation,Ngo,Kandy,,Sri Lanka,"Kandy, , Sri Lanka"
6596,Shimadzu Corporation,Priv,Kyoto,,Japan,"Kyoto, , Japan"
6597,Shimshon Renewables,Priv,Pune,,India,"Pune, , India"
6598,Ship And Ocean Foundation,Ngo,Minato-Ku,,Japan,"Minato-Ku, , Japan"
6599,Shitasutusteaduskeskus Ahhaa Science Center Ahhaa Foundation,Sci,Tartu,,Estonia,"Tartu, , Estonia"
6600,Shoeshine Media,Priv,Huntsville,,United States,"Huntsville, , United States"
6601,Shri Jagdamba Samiti,Ngo,Uttarkashi,,India,"Uttarkashi, , India"
6602,Shubhakshika Educational Society,Ngo,Rohini,,India,"Rohini, , India"
6603,Shuraako,Ngo,Broomfield,,United States,"Broomfield, , United States"
6604,Siam Cement,Priv,Bangkok,,Thailand,"Bangkok, , Thailand"
6605,"Siamdutch Mosquito Netting Co., Ltd",Priv,Bangkok,,Thailand,"Bangkok, , Thailand"
6606,Sichuan University,Acad,Chengdu,,China,"Chengdu, , China"
6607,Side By Side,Priv,Punta Cana,,Dominican Republic,"Punta Cana, , Dominican Republic"
6608,Sidi Bernoussi Zenata Industrial Zone,Subgov,Casablanca,,Morocco,"Casablanca, , Morocco"
6609,Sidley Austin Brown And Wood Llp,Priv,Chicago,,United States,"Chicago, , United States"
6610,Sids Dock,Intergov,Belmopan,,Belize,"Belmopan, , Belize"
6611,Sids Youth Aims Hub,Ngo,Ebene,,Mauritius,"Ebene, , Mauritius"
6612,Siemens,Priv,Munich,,Germany,"Munich, , Germany"
6613,Sierra Club,Ngo,Oakland,,United States,"Oakland, , United States"
6614,Sierra Leone,Natgov,Freetown,,Sierra Leone,"Freetown, , Sierra Leone"
6615,Sightsavers,Ngo,Haywards Heath,,United Kingdom,"Haywards Heath, , United Kingdom"
6616,Sigma Theta Tau,Ngo,Indianapolis,,United States,"Indianapolis, , United States"
6617,Sigrid Rausing Trust,Ngo,London,,United Kingdom,"London, , United Kingdom"
6618,Silale,Subgov,Silale,,Lithuania,"Silale, , Lithuania"
6619,Silicon Valley Toxics Coalition,Ngo,San Jose,,United States,"San Jose, , United States"
6620,Silsoe Research Institute,Acad,Bedford,,United Kingdom,"Bedford, , United Kingdom"
6621,Silverline Aviation,Priv,Sharjah,,United Arab Emirates,"Sharjah, , United Arab Emirates"
6622,Silvestrum,Priv,San Francisco,,United States,"San Francisco, , United States"
6623,Simadera,Priv,General Escobedo,,Mexico,"General Escobedo, , Mexico"
6624,Simars M Sa De Cv,Priv,Mexico City,,Mexico,"Mexico City, , Mexico"
6625,"Simba Plastics, Ltd.",Priv,Dar Es Salaam,,Tanzania,"Dar Es Salaam, , Tanzania"
6626,Sime Darby Berhad,Priv,Kuala Lumpur,,Malaysia,"Kuala Lumpur, , Malaysia"
6627,Simex,Priv,Dakar,,Senegal,"Dakar, , Senegal"
6628,Simon Fraser University,Acad,Burnaby,,Canada,"Burnaby, , Canada"
6629,Sindh,Subgov,Karachi,,Pakistan,"Karachi, , Pakistan"
6630,Sindirações,Ngo,Sao Paulo,,Brazil,"Sao Paulo, , Brazil"
6631,Singamata Adventures And Reef Resort,Priv,Semporna,,Malaysia,"Semporna, , Malaysia"
6632,Singapore,Natgov,Singapore,,Singapore,"Singapore, , Singapore"
6633,Singapore Airlines,Priv,Singapore,,Singapore,"Singapore, , Singapore"
6634,Singapore International Foundation,Ngo,Singapore,,Singapore,"Singapore, , Singapore"
6635,Singapore-Eth Centre,Sci,Singapore,,Singapore,"Singapore, , Singapore"
6636,"Sinocal Petroleum Technologies, Inc.",Priv,Murittea,,United States,"Murittea, , United States"
6638,Sioen Industries,Priv,Ardooie,,Belgium,"Ardooie, , Belgium"
6639,Sipadan Dive Centre,Priv,Semporna,,Malaysia,"Semporna, , Malaysia"
6640,Sipadan Mabul Resort,Priv,Kota Kinabalu,,Malaysia,"Kota Kinabalu, , Malaysia"
6641,Sipadan Water Village Resort,Priv,Semporna,,Malaysia,"Semporna, , Malaysia"
6642,Sir Alister Hardy Foundation Of Ocean Sciences,Sci,Plymouth,,United Kingdom,"Plymouth, , United Kingdom"
6643,Sir Arthur Lewis Community College,Acad,Castries,,Saint Lucia,"Castries, , Saint Lucia"
6644,Sirindhon International Environmental Park,Ngo,Cha-Am,,Thailand,"Cha-Am, , Thailand"
6645,Sirius Interactive,Priv,Mumbai,,India,"Mumbai, , India"
6646,Sistema Ocb/Mt,Ngo,Cuiabá,,Brazil,"Cuiabá, , Brazil"
6647,Sister Cities International,Ngo,Washington Dc,,United States,"Washington Dc, , United States"
6648,Sitges,Subgov,Sitges,,Spain,"Sitges, , Spain"
6649,Six Senses Laamu,Priv,Laamu,,Maldives,"Laamu, , Maldives"
6650,Six Senses Ninh Van Bay,Priv,Nha Trang,,Vietnam,"Nha Trang, , Vietnam"
6651,Siyah Yisrael Bet Knesset,Ngo,Abuja,,Nigeria,"Abuja, , Nigeria"
6652,Sk Corporation,Priv,Lahore,,Pakistan,"Lahore, , Pakistan"
6653,Sk Hynix,Priv,Icheon,,South Korea,"Icheon, , South Korea"
6654,Skanska Ab,Priv,Stockholm,,Sweden,"Stockholm, , Sweden"
6655,Skat,Priv,St. Gallen,,Switzerland,"St. Gallen, , Switzerland"
6656,"Ske, Inc",Priv,Toronto,,Canada,"Toronto, , Canada"
6657,Skema Business School,Acad,Lille,,France,"Lille, , France"
6658,Skf,Priv,Gothenburg,,Sweden,"Gothenburg, , Sweden"
6659,Skills Village 2030,Ngo,Johannesburg,,South Africa,"Johannesburg, , South Africa"
6660,Skoll Foundation,Ngo,Palo Alto,,United States,"Palo Alto, , United States"
6661,Skretting,Priv,Stavanger,,Norway,"Stavanger, , Norway"
6662,Skyfi Network,Priv,Seef,,Bahrain,"Seef, , Bahrain"
6663,Sloga Platform,Ngo,Ljubljana,,Slovenia,"Ljubljana, , Slovenia"
6664,Slovakia,Natgov,Bratislava,,Slovakia,"Bratislava, , Slovakia"
6665,Slovenia,Natgov,Ljubljana,,Slovenia,"Ljubljana, , Slovenia"
6666,Slovenian Forestry Institute,Sci,Ljubjana,,Slovenia,"Ljubjana, , Slovenia"
6667,Slow Fashion Next,Ngo,Madrid,,Spain,"Madrid, , Spain"
6668,Slow Food,Ngo,Bra,,Italy,"Bra, , Italy"
6669,Slow Food Hawaii,Ngo,Kailua,,United States,"Kailua, , United States"
6670,Slum Dwellers International,Ngo,Cape Town,,South Africa,"Cape Town, , South Africa"
6671,Smaackmakers,Ngo,Amsterdam,,Netherlands,"Amsterdam, , Netherlands"
6672,Small & Medium Enterprise Foundation,Ngo,Dhaka,,Bangladesh,"Dhaka, , Bangladesh"
6673,Small Business Enterprise Centre,Ngo,Apia,,Samoa,"Apia, , Samoa"
6674,Small Fisheries Federation Of Sri Lanka,Ngo,Pambala,,Sri Lanka,"Pambala, , Sri Lanka"
6675,Small-Scale Sustainable Infrastructure Development Fund,Ngo,Cambridge,,United States,"Cambridge, , United States"
6676,Smart Cities Industries,Priv,Atlanta,,United States,"Atlanta, , United States"
6677,Smart Solomons,Ngo,Honiara,,Solomon Islands,"Honiara, , Solomon Islands"
6678,"Smartbay Ireland, Limited",Priv,Rinville,,Ireland,"Rinville, , Ireland"
6679,Smartbruk.Com,Priv,Nesoddtangen,,Norway,"Nesoddtangen, , Norway"
6680,Smartfish,Priv,Bradford,,United Kingdom,"Bradford, , United Kingdom"
6681,Smartly Consulting,Priv,New York,,United States,"New York, , United States"
6682,Smec Professional Engineering And Development Consultants,Priv,Melbourne,,Australia,"Melbourne, , Australia"
6683,Smi,Priv,London,,United Kingdom,"London, , United Kingdom"
6684,Smile Train,Ngo,New York City,,United States,"New York City, , United States"
6685,Smithsonian Institution,Sci,Washington Dc,,United States,"Washington Dc, , United States"
6686,Smk High School,Acad,Bali,,Indonesia,"Bali, , Indonesia"
6687,Smk University Of Applied Social Sciences,Acad,Klaipeda,,Lithuana,"Klaipeda, , Lithuana"
6688,Sncf,Priv,Saint-Denis,,France,"Saint-Denis, , France"
6689,Snorkel-Bob-Foundation,Ngo,Kihei,,United States,"Kihei, , United States"
6690,Snv Netherlands Development Organization,Ngo,The Hague,,Netherlands,"The Hague, , Netherlands"
6691,Soangkupon And Son,Priv,Jakarta,,Indonesia,"Jakarta, , Indonesia"
6692,Socar,Priv,Baku,,Azerbaijan,"Baku, , Azerbaijan"
6693,Socat Scientific Community,Sci,Norwich,,United Kingdom,"Norwich, , United Kingdom"
6694,Socentix,Priv,Jakarta,,Indonesia,"Jakarta, , Indonesia"
6695,Sochi,Subgov,Sochi,,Russia,"Sochi, , Russia"
